seed,c,mean_reward,persistence_prob,local_dips_a,local_dips_i,local_dips_s,prod_action,stock_a,stock_i,stock_s
66963.0,2.0,53.06895106666667,0.84,0.274,0.189,0.158,0.57,0.6,0.18,0.22
66963.0,2.0,55.017464333333336,0.88,0.25,0.172,0.129,0.56,0.6,0.19,0.21
66963.0,2.0,52.159576441666665,0.82,0.296,0.212,0.181,0.56,0.62,0.18,0.2
66963.0,2.0,54.36561205833333,0.88,0.265,0.167,0.136,0.57,0.6,0.19,0.22
66963.0,2.0,54.96260653333334,0.86,0.259,0.174,0.145,0.55,0.62,0.17,0.21
66963.0,2.0,54.036403449999995,0.84,0.262,0.184,0.155,0.56,0.6,0.18,0.22
66963.0,2.0,54.06711097500001,0.87,0.264,0.177,0.141,0.57,0.6,0.18,0.21
66963.0,2.0,53.060080725000006,0.87,0.279,0.171,0.142,0.58,0.6,0.18,0.21
66963.0,2.0,54.24348749166668,0.86,0.266,0.178,0.154,0.56,0.61,0.17,0.22
66963.0,2.0,53.250878725,0.84,0.275,0.192,0.16,0.56,0.6,0.18,0.22
66963.0,2.0,54.70247006666668,0.85,0.264,0.178,0.148,0.55,0.61,0.17,0.21
66963.0,2.0,54.21295070833334,0.85,0.268,0.191,0.165,0.55,0.61,0.18,0.22
66963.0,2.0,50.273778533333335,0.8,0.314,0.215,0.185,0.58,0.6,0.18,0.22
66963.0,2.0,54.06874512500001,0.86,0.261,0.19,0.157,0.56,0.6,0.19,0.22
66963.0,2.0,50.68524312500001,0.79,0.308,0.222,0.188,0.57,0.59,0.19,0.22
66963.0,2.0,56.09057979166667,0.9,0.243,0.147,0.115,0.56,0.61,0.18,0.21
66963.0,2.0,54.11259238333334,0.84,0.264,0.191,0.167,0.55,0.61,0.18,0.22
66963.0,2.0,51.29799043333333,0.8,0.3,0.218,0.186,0.57,0.6,0.18,0.22
66963.0,2.0,53.93563719166667,0.86,0.267,0.184,0.164,0.56,0.6,0.18,0.22
66963.0,2.0,54.69002686666667,0.86,0.262,0.18,0.147,0.55,0.61,0.18,0.21
66963.0,2.0,52.7839122,0.84,0.282,0.192,0.159,0.57,0.6,0.19,0.22
66963.0,2.0,53.56522198333334,0.84,0.274,0.189,0.155,0.56,0.61,0.18,0.21
66963.0,2.0,54.105073266666665,0.86,0.267,0.19,0.166,0.55,0.6,0.18,0.22
66963.0,2.0,53.71346265833335,0.86,0.265,0.18,0.151,0.57,0.6,0.19,0.22
66963.0,2.0,54.778802674999994,0.88,0.255,0.169,0.14,0.56,0.59,0.19,0.22
66963.0,2.0,53.17375626666667,0.86,0.271,0.199,0.162,0.56,0.6,0.19,0.22
66963.0,2.0,52.91029166666667,0.82,0.282,0.198,0.175,0.56,0.6,0.17,0.23
66963.0,2.0,51.600015258333336,0.82,0.293,0.206,0.18,0.57,0.59,0.18,0.22
66963.0,2.0,53.91413851666667,0.85,0.272,0.182,0.15,0.56,0.61,0.18,0.21
66963.0,2.0,55.25583850000001,0.88,0.249,0.168,0.14,0.56,0.61,0.18,0.22
66963.0,2.0,53.41208875,0.85,0.274,0.184,0.152,0.57,0.6,0.18,0.22
66963.0,2.0,55.64249304999999,0.88,0.239,0.171,0.133,0.56,0.6,0.19,0.21
66963.0,2.0,55.274288600000006,0.86,0.248,0.166,0.133,0.56,0.6,0.19,0.21
66963.0,2.0,52.257245716666674,0.84,0.284,0.194,0.153,0.58,0.6,0.19,0.21
66963.0,2.0,52.87823120833335,0.85,0.28,0.189,0.149,0.57,0.6,0.19,0.21
66963.0,2.0,56.09077673333334,0.9,0.239,0.143,0.106,0.57,0.6,0.19,0.21
66963.0,2.0,54.52610261666667,0.86,0.252,0.175,0.144,0.57,0.6,0.18,0.22
66963.0,2.0,55.91057691666667,0.87,0.248,0.166,0.13,0.55,0.6,0.18,0.21
66963.0,2.0,53.847575000000006,0.85,0.264,0.19,0.16,0.56,0.6,0.18,0.22
66963.0,2.0,53.70546288333334,0.82,0.275,0.193,0.167,0.55,0.61,0.18,0.22
66963.0,2.0,52.41048955,0.82,0.283,0.198,0.161,0.57,0.59,0.19,0.22
66963.0,2.0,55.60649540833334,0.84,0.254,0.176,0.146,0.54,0.62,0.17,0.21
66963.0,2.0,56.680991025000004,0.88,0.235,0.16,0.132,0.55,0.61,0.18,0.22
66963.0,2.0,53.03281498333334,0.87,0.272,0.185,0.145,0.58,0.58,0.19,0.22
66963.0,2.0,54.34751303333334,0.88,0.256,0.159,0.118,0.58,0.6,0.2,0.21
66963.0,2.0,53.243742475,0.84,0.278,0.18,0.15,0.57,0.6,0.18,0.21
66963.0,2.0,53.18085955000001,0.83,0.274,0.195,0.169,0.56,0.6,0.18,0.22
66963.0,2.0,51.497137475,0.8,0.304,0.215,0.185,0.56,0.6,0.18,0.21
66963.0,2.0,54.27554450833333,0.85,0.273,0.177,0.15,0.56,0.61,0.18,0.21
66963.0,2.0,54.26322362500001,0.86,0.258,0.179,0.138,0.57,0.6,0.19,0.21
66963.0,2.0,53.52248886666666,0.85,0.275,0.193,0.163,0.56,0.6,0.18,0.22
66963.0,2.0,54.927122200000014,0.88,0.265,0.166,0.14,0.56,0.61,0.18,0.21
66963.0,2.0,55.23618019166667,0.87,0.238,0.175,0.142,0.56,0.6,0.18,0.22
66963.0,2.0,52.68440618333334,0.86,0.276,0.188,0.154,0.58,0.59,0.19,0.22
66963.0,2.0,54.76196270833334,0.88,0.256,0.163,0.133,0.57,0.6,0.18,0.21
66963.0,2.0,55.094306308333344,0.84,0.254,0.181,0.149,0.55,0.62,0.18,0.2
66963.0,2.0,54.65506705,0.88,0.263,0.162,0.139,0.57,0.6,0.18,0.22
66963.0,2.0,53.54143909166668,0.87,0.264,0.179,0.147,0.57,0.59,0.18,0.22
66963.0,2.0,53.774033075000006,0.84,0.283,0.179,0.15,0.56,0.62,0.18,0.2
66963.0,2.0,54.539477166666664,0.85,0.26,0.178,0.149,0.56,0.6,0.18,0.22
66963.0,2.0,52.7832566,0.84,0.282,0.205,0.174,0.56,0.6,0.18,0.22
66963.0,2.0,54.12744798333333,0.89,0.262,0.165,0.134,0.57,0.6,0.19,0.22
66963.0,2.0,53.772685325000005,0.84,0.271,0.179,0.147,0.57,0.6,0.18,0.22
66963.0,2.0,53.64951797500001,0.82,0.27,0.196,0.167,0.56,0.61,0.18,0.22
66963.0,2.0,53.43353862500001,0.86,0.266,0.185,0.143,0.57,0.6,0.19,0.21
66963.0,2.0,53.55243805,0.88,0.27,0.184,0.146,0.57,0.6,0.18,0.21
66963.0,2.0,53.351330566666675,0.86,0.28,0.184,0.153,0.56,0.6,0.18,0.22
66963.0,2.0,53.856751450000004,0.85,0.27,0.189,0.158,0.56,0.6,0.18,0.22
66963.0,2.0,53.244283233333334,0.84,0.268,0.196,0.168,0.57,0.59,0.18,0.22
66963.0,2.0,56.43896757500001,0.89,0.233,0.145,0.122,0.56,0.6,0.18,0.22
66963.0,2.0,51.701973666666674,0.82,0.305,0.205,0.181,0.57,0.6,0.18,0.22
66963.0,2.0,55.836448708333336,0.89,0.238,0.161,0.125,0.56,0.59,0.19,0.22
66963.0,2.0,53.58252885833333,0.84,0.271,0.184,0.157,0.56,0.6,0.18,0.22
66963.0,2.0,54.54654368333333,0.84,0.252,0.173,0.142,0.57,0.6,0.18,0.22
66963.0,2.0,54.140395341666675,0.86,0.273,0.192,0.162,0.55,0.61,0.18,0.21
66963.0,2.0,53.585696258333336,0.86,0.278,0.173,0.145,0.57,0.61,0.17,0.21
66963.0,2.0,53.04171598333334,0.84,0.287,0.182,0.155,0.57,0.61,0.18,0.22
66963.0,2.0,54.896450041666675,0.87,0.257,0.174,0.144,0.56,0.61,0.18,0.22
66963.0,2.0,53.52965119166667,0.86,0.267,0.18,0.148,0.57,0.6,0.19,0.21
66963.0,2.0,55.16433598333334,0.88,0.245,0.165,0.131,0.57,0.59,0.19,0.22
66963.0,2.0,52.38551552500001,0.84,0.296,0.198,0.17,0.56,0.61,0.18,0.21
66963.0,2.0,54.20223635833334,0.86,0.261,0.18,0.138,0.57,0.6,0.19,0.21
66963.0,2.0,54.719993508333346,0.86,0.258,0.175,0.147,0.56,0.61,0.18,0.21
66963.0,2.0,53.12195136666667,0.81,0.276,0.196,0.167,0.56,0.59,0.18,0.23
66963.0,2.0,53.86849993333333,0.87,0.279,0.169,0.143,0.56,0.62,0.17,0.21
66963.0,2.0,54.88957644166668,0.87,0.254,0.179,0.148,0.56,0.61,0.18,0.21
66963.0,2.0,51.24127080833334,0.81,0.296,0.221,0.183,0.57,0.59,0.19,0.22
66963.0,2.0,56.41602522500001,0.87,0.243,0.16,0.131,0.54,0.61,0.17,0.21
66963.0,2.0,56.29911677500001,0.87,0.241,0.152,0.124,0.56,0.61,0.18,0.21
66963.0,2.0,53.51225852500001,0.84,0.271,0.185,0.157,0.56,0.59,0.19,0.22
66963.0,2.0,56.379435675,0.9,0.239,0.153,0.122,0.56,0.61,0.18,0.21
66963.0,2.0,55.218402591666674,0.87,0.251,0.166,0.134,0.56,0.61,0.18,0.21
66963.0,2.0,55.42725648333334,0.88,0.248,0.158,0.128,0.56,0.6,0.18,0.22
66963.0,2.0,54.09441675,0.84,0.274,0.192,0.161,0.55,0.61,0.18,0.21
66963.0,2.0,56.06252862500001,0.9,0.24,0.149,0.128,0.56,0.61,0.17,0.22
66963.0,2.0,54.43463460000001,0.88,0.265,0.187,0.152,0.55,0.61,0.18,0.21
66963.0,2.0,54.59722174166667,0.88,0.256,0.168,0.137,0.57,0.61,0.19,0.21
66963.0,2.0,52.17642097500001,0.81,0.292,0.198,0.172,0.57,0.6,0.18,0.22
66963.0,2.0,53.39326339166668,0.86,0.276,0.186,0.161,0.56,0.6,0.18,0.22
66963.0,2.0,55.05514525,0.88,0.253,0.169,0.142,0.56,0.61,0.17,0.22
