seed,c,mean_reward,persistence_prob,local_dips_a,local_dips_i,local_dips_s,prod_action,stock_a,stock_i,stock_s
66963.0,2.0,53.71961471666668,0.87,0.275,0.187,0.159,0.56,0.6,0.18,0.22
66963.0,2.0,54.955781283333344,0.85,0.25,0.173,0.137,0.56,0.6,0.19,0.22
66963.0,2.0,51.80626283333334,0.84,0.304,0.203,0.17,0.57,0.6,0.19,0.21
66963.0,2.0,54.47191828333334,0.85,0.251,0.201,0.162,0.55,0.59,0.19,0.22
66963.0,2.0,53.56866271666668,0.84,0.281,0.193,0.172,0.55,0.61,0.17,0.22
66963.0,2.0,54.369953683333335,0.86,0.259,0.195,0.158,0.55,0.61,0.18,0.22
66963.0,2.0,54.94202438333334,0.88,0.256,0.169,0.134,0.56,0.61,0.18,0.22
66963.0,2.0,52.67785209999999,0.85,0.288,0.198,0.171,0.56,0.61,0.17,0.22
66963.0,2.0,51.83490581666666,0.79,0.292,0.201,0.169,0.57,0.6,0.19,0.21
66963.0,2.0,54.41423245000001,0.83,0.269,0.183,0.149,0.56,0.62,0.18,0.2
66963.0,2.0,56.375708716666686,0.93,0.246,0.124,0.1,0.57,0.61,0.18,0.21
66963.0,2.0,55.32567766666667,0.85,0.239,0.179,0.134,0.56,0.6,0.19,0.21
66963.0,2.0,55.32224016666666,0.83,0.244,0.18,0.146,0.55,0.6,0.19,0.22
66963.0,2.0,53.99108661666667,0.83,0.263,0.182,0.143,0.57,0.59,0.19,0.22
66963.0,2.0,53.88024863333334,0.86,0.262,0.187,0.148,0.57,0.59,0.19,0.22
66963.0,2.0,54.5571086,0.87,0.256,0.172,0.14,0.57,0.6,0.18,0.22
66963.0,2.0,50.636118400000015,0.81,0.303,0.208,0.175,0.59,0.59,0.19,0.22
66963.0,2.0,56.32705586666667,0.87,0.231,0.172,0.132,0.55,0.6,0.18,0.22
66963.0,2.0,53.961875966666675,0.84,0.267,0.169,0.146,0.57,0.61,0.18,0.22
66963.0,2.0,55.87888568333334,0.85,0.249,0.174,0.151,0.54,0.61,0.18,0.21
66963.0,2.0,54.504420800000005,0.88,0.263,0.16,0.129,0.57,0.61,0.18,0.21
66963.0,2.0,55.66453015000001,0.9,0.257,0.149,0.124,0.56,0.62,0.18,0.21
66963.0,2.0,56.15758175,0.9,0.227,0.16,0.12,0.56,0.6,0.19,0.21
66963.0,2.0,53.00296075,0.85,0.279,0.178,0.141,0.58,0.6,0.19,0.21
66963.0,2.0,56.88189745000002,0.89,0.238,0.154,0.122,0.55,0.62,0.18,0.2
66963.0,2.0,53.57579891666666,0.83,0.271,0.175,0.146,0.57,0.6,0.19,0.22
66963.0,2.0,50.42721793333334,0.79,0.322,0.201,0.176,0.58,0.61,0.18,0.21
66963.0,2.0,52.19275891666667,0.83,0.294,0.197,0.172,0.57,0.6,0.18,0.22
66963.0,2.0,54.56081596666667,0.84,0.257,0.179,0.145,0.56,0.6,0.19,0.21
66963.0,2.0,56.50750080000001,0.88,0.239,0.155,0.127,0.55,0.61,0.17,0.22
66963.0,2.0,55.13066746666667,0.93,0.226,0.159,0.117,0.58,0.58,0.2,0.22
66963.0,2.0,56.00373506666667,0.85,0.243,0.168,0.134,0.55,0.61,0.18,0.21
66963.0,2.0,53.83214631666667,0.85,0.282,0.196,0.157,0.55,0.62,0.17,0.21
66963.0,2.0,55.97853458333334,0.9,0.232,0.17,0.131,0.56,0.59,0.19,0.22
66963.0,2.0,52.6059127,0.84,0.286,0.192,0.16,0.57,0.6,0.18,0.22
66963.0,2.0,53.03509598333334,0.85,0.281,0.172,0.147,0.57,0.6,0.18,0.23
66963.0,2.0,51.59356671666667,0.86,0.287,0.192,0.148,0.59,0.58,0.2,0.22
66963.0,2.0,52.3082122,0.82,0.3,0.202,0.179,0.56,0.62,0.17,0.21
66963.0,2.0,56.46327718333334,0.9,0.225,0.158,0.128,0.56,0.61,0.17,0.22
66963.0,2.0,55.797042116666674,0.86,0.244,0.179,0.147,0.54,0.6,0.17,0.23
66963.0,2.0,54.33603885,0.9,0.264,0.166,0.132,0.57,0.6,0.18,0.22
66963.0,2.0,53.817841033333345,0.86,0.279,0.185,0.157,0.55,0.61,0.18,0.22
66963.0,2.0,53.472431666666665,0.85,0.269,0.183,0.153,0.57,0.6,0.18,0.22
66963.0,2.0,57.71330175,0.93,0.218,0.155,0.12,0.54,0.62,0.18,0.2
66963.0,2.0,52.27353126666668,0.85,0.291,0.18,0.156,0.58,0.61,0.17,0.22
66963.0,2.0,53.62201605,0.89,0.264,0.174,0.134,0.58,0.59,0.2,0.21
66963.0,2.0,54.03928343333333,0.84,0.276,0.188,0.159,0.55,0.62,0.18,0.2
66963.0,2.0,53.73783341666668,0.84,0.282,0.174,0.152,0.56,0.62,0.17,0.21
66963.0,2.0,55.241654900000015,0.9,0.248,0.158,0.129,0.57,0.61,0.18,0.21
66963.0,2.0,52.15454398333334,0.83,0.296,0.196,0.175,0.56,0.6,0.18,0.22
66963.0,2.0,55.99121203333335,0.89,0.236,0.16,0.126,0.56,0.6,0.18,0.22
66963.0,2.0,53.56193646666667,0.82,0.274,0.182,0.158,0.56,0.61,0.18,0.22
66963.0,2.0,54.36178505000001,0.87,0.247,0.182,0.139,0.57,0.58,0.2,0.22
66963.0,2.0,51.77849975,0.82,0.302,0.203,0.173,0.57,0.61,0.18,0.21
66963.0,2.0,50.4251803,0.79,0.308,0.231,0.195,0.57,0.6,0.19,0.21
66963.0,2.0,51.41873401666667,0.79,0.302,0.203,0.162,0.58,0.59,0.19,0.22
66963.0,2.0,55.85832703333333,0.85,0.244,0.179,0.151,0.54,0.61,0.18,0.21
66963.0,2.0,54.11577165,0.89,0.267,0.176,0.146,0.56,0.6,0.19,0.21
66963.0,2.0,54.40022181666667,0.87,0.253,0.173,0.141,0.57,0.6,0.18,0.22
66963.0,2.0,53.9306721,0.84,0.276,0.186,0.16,0.55,0.61,0.18,0.21
66963.0,2.0,53.0732171,0.84,0.287,0.191,0.158,0.56,0.61,0.18,0.22
66963.0,2.0,51.63083758333333,0.78,0.295,0.224,0.194,0.56,0.6,0.18,0.21
66963.0,2.0,57.23269763333333,0.87,0.22,0.165,0.136,0.54,0.6,0.18,0.22
66963.0,2.0,55.73702701666667,0.9,0.242,0.152,0.125,0.57,0.6,0.18,0.22
66963.0,2.0,55.01421040000001,0.9,0.259,0.165,0.133,0.56,0.61,0.18,0.21
66963.0,2.0,55.74837781666669,0.89,0.242,0.173,0.143,0.55,0.61,0.17,0.22
66963.0,2.0,54.06385213333334,0.85,0.256,0.17,0.135,0.58,0.59,0.19,0.22
66963.0,2.0,54.80164346666668,0.87,0.246,0.168,0.13,0.57,0.59,0.2,0.21
