seed,c,mean_reward,persistence_prob,local_dips_a,local_dips_i,local_dips_s,prod_action,stock_a,stock_i,stock_s
66963.0,2.0,57.52867388333333,0.89,0.222,0.148,0.123,0.55,0.61,0.18,0.21
66963.0,2.0,55.674211416666665,0.84,0.247,0.182,0.151,0.54,0.61,0.17,0.22
66963.0,2.0,55.25114633333334,0.89,0.266,0.176,0.141,0.54,0.63,0.17,0.2
66963.0,2.0,51.822420716666684,0.82,0.302,0.215,0.184,0.56,0.6,0.19,0.21
66963.0,2.0,49.97174856666668,0.75,0.321,0.24,0.203,0.56,0.61,0.18,0.22
66963.0,2.0,53.13875093333334,0.82,0.283,0.182,0.16,0.57,0.61,0.17,0.21
66963.0,2.0,52.28960348333333,0.82,0.296,0.205,0.171,0.56,0.62,0.18,0.21
66963.0,2.0,55.29716335000001,0.91,0.245,0.165,0.126,0.56,0.59,0.19,0.21
66963.0,2.0,53.160255649999996,0.89,0.278,0.169,0.145,0.58,0.6,0.18,0.22
66963.0,2.0,51.95737608333334,0.85,0.303,0.174,0.155,0.58,0.6,0.18,0.22
66963.0,2.0,55.26911906666666,0.87,0.245,0.158,0.131,0.57,0.59,0.19,0.22
66963.0,2.0,52.68110500000001,0.8,0.28,0.211,0.177,0.56,0.59,0.19,0.23
66963.0,2.0,55.29984086666667,0.9,0.247,0.159,0.128,0.56,0.59,0.18,0.23
66963.0,2.0,54.21672536666668,0.86,0.255,0.189,0.154,0.57,0.61,0.18,0.22
66963.0,2.0,57.839900050000004,0.94,0.222,0.134,0.104,0.55,0.61,0.17,0.22
66963.0,2.0,50.14940458333334,0.8,0.303,0.239,0.204,0.57,0.59,0.19,0.22
66963.0,2.0,53.72227825,0.86,0.257,0.185,0.15,0.57,0.59,0.18,0.23
66963.0,2.0,53.7514958,0.89,0.273,0.169,0.134,0.57,0.61,0.19,0.2
66963.0,2.0,55.90758333333334,0.89,0.243,0.163,0.129,0.56,0.6,0.18,0.22
66963.0,2.0,53.60343573333334,0.86,0.279,0.167,0.141,0.57,0.61,0.17,0.22
66963.0,2.0,53.833740283333334,0.85,0.28,0.189,0.162,0.55,0.62,0.17,0.21
66963.0,2.0,52.63558975000001,0.9,0.282,0.171,0.14,0.59,0.58,0.19,0.23
66963.0,2.0,56.00659925,0.88,0.245,0.176,0.145,0.54,0.62,0.18,0.2
66963.0,2.0,53.836288316666675,0.86,0.274,0.183,0.159,0.56,0.61,0.17,0.22
66963.0,2.0,56.24361573333333,0.91,0.247,0.157,0.12,0.55,0.61,0.18,0.21
66963.0,2.0,52.34363133333334,0.87,0.281,0.195,0.162,0.58,0.58,0.19,0.23
66963.0,2.0,58.75771901666667,0.91,0.207,0.144,0.119,0.53,0.61,0.17,0.22
66963.0,2.0,53.751861683333345,0.82,0.274,0.184,0.147,0.57,0.6,0.18,0.21
66963.0,2.0,52.95053245,0.83,0.273,0.201,0.165,0.57,0.59,0.19,0.22
66963.0,2.0,54.08351973333334,0.88,0.258,0.177,0.132,0.57,0.6,0.2,0.2
66963.0,2.0,53.05586254999999,0.85,0.282,0.192,0.161,0.56,0.6,0.18,0.22
66963.0,2.0,54.084339883333335,0.86,0.277,0.161,0.133,0.57,0.61,0.18,0.22
66963.0,2.0,54.189156716666666,0.86,0.269,0.185,0.153,0.56,0.6,0.18,0.22
66963.0,2.0,52.2504835,0.83,0.291,0.187,0.15,0.58,0.59,0.19,0.22
66963.0,2.0,54.56507485000001,0.84,0.25,0.183,0.161,0.56,0.59,0.18,0.23
66963.0,2.0,52.15867835,0.81,0.299,0.213,0.182,0.55,0.61,0.18,0.21
66963.0,2.0,56.07785881666668,0.92,0.235,0.149,0.117,0.56,0.6,0.18,0.22
66963.0,2.0,52.09371641666667,0.81,0.299,0.21,0.181,0.56,0.62,0.17,0.22
66963.0,2.0,56.70727243333333,0.87,0.238,0.149,0.127,0.55,0.62,0.16,0.22
66963.0,2.0,54.794198366666684,0.84,0.271,0.18,0.151,0.55,0.63,0.17,0.2
66963.0,2.0,56.37541765,0.9,0.241,0.151,0.134,0.55,0.61,0.17,0.22
66963.0,2.0,55.88489415,0.92,0.237,0.163,0.127,0.56,0.6,0.19,0.22
66963.0,2.0,50.91538176666666,0.81,0.307,0.229,0.207,0.56,0.6,0.18,0.22
66963.0,2.0,57.40022236666668,0.89,0.218,0.153,0.124,0.55,0.61,0.18,0.22
66963.0,2.0,53.493781716666675,0.89,0.272,0.173,0.135,0.58,0.6,0.19,0.21
66963.0,2.0,54.14252700000001,0.8,0.281,0.19,0.169,0.54,0.62,0.18,0.21
66963.0,2.0,57.02097338333333,0.87,0.231,0.165,0.132,0.54,0.61,0.17,0.21
66963.0,2.0,53.62414703333334,0.86,0.271,0.168,0.145,0.57,0.59,0.18,0.22
66963.0,2.0,55.18310016666666,0.87,0.252,0.156,0.131,0.56,0.6,0.18,0.22
66963.0,2.0,51.84029203333333,0.83,0.295,0.188,0.159,0.58,0.6,0.19,0.22
66963.0,2.0,53.925479450000005,0.85,0.259,0.189,0.155,0.57,0.59,0.19,0.22
66963.0,2.0,52.53643375000001,0.86,0.295,0.19,0.159,0.56,0.61,0.18,0.21
66963.0,2.0,55.24855780000001,0.92,0.247,0.152,0.126,0.57,0.6,0.18,0.22
66963.0,2.0,53.814935850000005,0.82,0.257,0.208,0.167,0.55,0.59,0.19,0.21
66963.0,2.0,53.88937683333334,0.85,0.278,0.188,0.157,0.55,0.62,0.18,0.2
66963.0,2.0,54.36792790000001,0.89,0.261,0.172,0.139,0.57,0.6,0.18,0.22
66963.0,2.0,57.34485968333334,0.92,0.233,0.137,0.106,0.55,0.61,0.18,0.21
66963.0,2.0,51.44905225000002,0.8,0.298,0.197,0.168,0.58,0.6,0.18,0.22
66963.0,2.0,55.21427,0.88,0.251,0.175,0.146,0.55,0.61,0.17,0.22
66963.0,2.0,52.699780000000004,0.84,0.274,0.185,0.152,0.58,0.59,0.19,0.22
66963.0,2.0,54.787242966666675,0.86,0.27,0.169,0.137,0.56,0.63,0.18,0.19
66963.0,2.0,51.25196771666668,0.82,0.299,0.189,0.157,0.59,0.59,0.19,0.22
66963.0,2.0,52.78996541666666,0.85,0.282,0.197,0.164,0.56,0.61,0.19,0.21
66963.0,2.0,54.29819520000001,0.89,0.252,0.17,0.135,0.58,0.6,0.19,0.21
66963.0,2.0,54.2894204,0.83,0.271,0.195,0.16,0.55,0.62,0.18,0.2
66963.0,2.0,52.397424300000004,0.8,0.283,0.202,0.177,0.57,0.59,0.18,0.23
66963.0,2.0,55.68402418333334,0.87,0.237,0.155,0.127,0.57,0.6,0.18,0.22
66963.0,2.0,53.775779850000006,0.84,0.274,0.191,0.16,0.56,0.6,0.18,0.21
66963.0,2.0,55.71761873333334,0.86,0.244,0.176,0.142,0.55,0.61,0.18,0.21
66963.0,2.0,54.275318583333345,0.87,0.274,0.174,0.147,0.56,0.62,0.17,0.2
66963.0,2.0,51.250499083333345,0.82,0.298,0.205,0.18,0.58,0.59,0.18,0.23
66963.0,2.0,51.538184783333335,0.81,0.298,0.206,0.179,0.57,0.6,0.19,0.21
66963.0,2.0,56.66851561666668,0.9,0.229,0.15,0.115,0.56,0.61,0.18,0.21
66963.0,2.0,52.73552385000001,0.79,0.287,0.205,0.183,0.55,0.62,0.17,0.21
66963.0,2.0,55.894489750000005,0.89,0.237,0.162,0.128,0.56,0.6,0.19,0.21
66963.0,2.0,53.822951433333344,0.85,0.274,0.177,0.155,0.56,0.61,0.18,0.21
66963.0,2.0,54.320113133333344,0.85,0.276,0.187,0.156,0.55,0.62,0.17,0.21
66963.0,2.0,55.63719371666667,0.88,0.245,0.168,0.132,0.55,0.61,0.19,0.2
66963.0,2.0,56.84566235000001,0.94,0.22,0.132,0.098,0.57,0.59,0.2,0.21
66963.0,2.0,54.05572965000001,0.86,0.273,0.182,0.149,0.56,0.61,0.19,0.21
66963.0,2.0,50.982226500000024,0.83,0.303,0.202,0.166,0.58,0.59,0.2,0.22
