seed,c,mean_reward,persistence_prob,local_dips_a,local_dips_i,local_dips_s,prod_action,stock_a,stock_i,stock_s
66963.0,2.0,53.170494566666676,0.84,0.283,0.178,0.149,0.57,0.61,0.18,0.21
66963.0,2.0,54.893768025,0.86,0.256,0.167,0.135,0.56,0.6,0.18,0.22
66963.0,2.0,55.099042666666676,0.88,0.25,0.17,0.135,0.56,0.6,0.18,0.22
66963.0,2.0,55.04619600000001,0.9,0.252,0.164,0.138,0.56,0.6,0.18,0.22
66963.0,2.0,53.643229991666665,0.85,0.274,0.186,0.159,0.56,0.61,0.18,0.22
66963.0,2.0,52.365590316666676,0.82,0.294,0.195,0.166,0.57,0.61,0.18,0.21
66963.0,2.0,54.76946196666667,0.84,0.26,0.193,0.16,0.54,0.61,0.17,0.22
66963.0,2.0,53.56651495,0.84,0.268,0.192,0.159,0.56,0.6,0.18,0.22
66963.0,2.0,52.85922763333334,0.84,0.276,0.193,0.159,0.57,0.6,0.18,0.21
66963.0,2.0,54.75797405000001,0.88,0.263,0.162,0.133,0.57,0.61,0.18,0.21
66963.0,2.0,52.632075866666675,0.84,0.28,0.196,0.165,0.57,0.59,0.19,0.22
66963.0,2.0,53.972867383333345,0.84,0.266,0.185,0.16,0.56,0.6,0.18,0.21
66963.0,2.0,52.47709683333334,0.82,0.291,0.203,0.168,0.56,0.61,0.18,0.21
66963.0,2.0,52.59202223333334,0.84,0.289,0.193,0.164,0.57,0.61,0.18,0.22
66963.0,2.0,54.50265544166667,0.87,0.271,0.169,0.136,0.56,0.61,0.18,0.21
66963.0,2.0,50.94727121666667,0.79,0.311,0.219,0.197,0.56,0.61,0.18,0.21
66963.0,2.0,54.98976099166667,0.9,0.248,0.169,0.138,0.56,0.59,0.18,0.22
66963.0,2.0,52.76589341666668,0.82,0.28,0.199,0.163,0.57,0.6,0.19,0.22
66963.0,2.0,53.82318573333334,0.86,0.278,0.175,0.151,0.56,0.61,0.17,0.21
66963.0,2.0,54.184544800000005,0.86,0.262,0.183,0.15,0.56,0.6,0.18,0.21
66963.0,2.0,54.18486346666666,0.86,0.266,0.17,0.146,0.56,0.6,0.18,0.22
66963.0,2.0,53.76892070833333,0.84,0.266,0.188,0.156,0.56,0.6,0.18,0.23
66963.0,2.0,52.880618633333334,0.82,0.282,0.201,0.164,0.56,0.61,0.18,0.21
66963.0,2.0,56.014485349999994,0.9,0.241,0.159,0.135,0.55,0.61,0.17,0.22
66963.0,2.0,55.13846778333333,0.89,0.244,0.167,0.131,0.57,0.6,0.18,0.22
66963.0,2.0,52.323052325000006,0.8,0.286,0.208,0.181,0.56,0.6,0.17,0.23
66963.0,2.0,52.14901163333334,0.82,0.291,0.207,0.175,0.56,0.6,0.18,0.21
66963.0,2.0,54.41229345000001,0.86,0.255,0.181,0.151,0.56,0.6,0.19,0.22
66963.0,2.0,52.54294884166668,0.84,0.289,0.188,0.161,0.57,0.6,0.19,0.21
66963.0,2.0,50.98265666666667,0.8,0.31,0.218,0.192,0.56,0.61,0.18,0.21
66963.0,2.0,54.148594108333334,0.85,0.265,0.171,0.144,0.56,0.6,0.19,0.21
66963.0,2.0,52.19891917500001,0.82,0.298,0.196,0.163,0.57,0.6,0.18,0.22
66963.0,2.0,49.92829328333333,0.8,0.314,0.219,0.187,0.58,0.59,0.19,0.22
66963.0,2.0,55.30889548333334,0.89,0.257,0.154,0.127,0.56,0.61,0.18,0.22
66963.0,2.0,54.19875796666667,0.85,0.262,0.182,0.15,0.56,0.6,0.18,0.21
66963.0,2.0,51.07828440000001,0.79,0.309,0.208,0.18,0.57,0.6,0.18,0.22
66963.0,2.0,53.728366475,0.85,0.266,0.188,0.154,0.56,0.6,0.19,0.22
66963.0,2.0,54.056952275,0.85,0.269,0.18,0.155,0.56,0.6,0.18,0.22
66963.0,2.0,54.605087441666676,0.84,0.261,0.177,0.146,0.56,0.6,0.18,0.22
66963.0,2.0,53.47645969166667,0.83,0.278,0.197,0.164,0.55,0.62,0.17,0.21
66963.0,2.0,56.18702058333334,0.88,0.237,0.16,0.125,0.56,0.6,0.18,0.22
66963.0,2.0,53.92541925,0.84,0.27,0.18,0.154,0.56,0.61,0.17,0.21
66963.0,2.0,52.55950708333334,0.84,0.287,0.196,0.164,0.57,0.6,0.18,0.22
66963.0,2.0,54.820642866666674,0.88,0.256,0.173,0.142,0.56,0.6,0.19,0.21
66963.0,2.0,55.542105675,0.89,0.24,0.168,0.133,0.56,0.59,0.19,0.22
66963.0,2.0,52.85704234166668,0.84,0.274,0.2,0.167,0.57,0.59,0.19,0.22
66963.0,2.0,53.74444435,0.86,0.265,0.181,0.152,0.57,0.59,0.18,0.23
66963.0,2.0,54.45867905833334,0.86,0.26,0.178,0.154,0.56,0.59,0.18,0.23
66963.0,2.0,52.77966019166667,0.85,0.274,0.189,0.15,0.58,0.58,0.19,0.22
66963.0,2.0,52.63162522500001,0.83,0.287,0.196,0.17,0.56,0.6,0.18,0.22
66963.0,2.0,54.78000442500001,0.86,0.259,0.179,0.146,0.55,0.62,0.18,0.21
66963.0,2.0,54.675047175,0.9,0.252,0.162,0.121,0.57,0.6,0.19,0.21
66963.0,2.0,54.20426925833333,0.87,0.262,0.181,0.142,0.56,0.6,0.19,0.21
66963.0,2.0,54.91987683333334,0.88,0.255,0.176,0.142,0.55,0.61,0.18,0.21
66963.0,2.0,52.82819069166668,0.81,0.289,0.204,0.172,0.56,0.61,0.18,0.21
66963.0,2.0,54.068549825,0.85,0.25,0.189,0.145,0.57,0.59,0.2,0.22
66963.0,2.0,56.45698090833334,0.92,0.23,0.151,0.117,0.56,0.6,0.18,0.22
66963.0,2.0,54.727726708333336,0.88,0.258,0.175,0.152,0.56,0.61,0.17,0.21
66963.0,2.0,54.29696479166667,0.84,0.265,0.18,0.15,0.56,0.61,0.18,0.21
66963.0,2.0,54.557598675,0.88,0.252,0.187,0.153,0.56,0.59,0.19,0.22
66963.0,2.0,54.776207225,0.9,0.255,0.167,0.137,0.56,0.6,0.18,0.22
66963.0,2.0,52.68204895000001,0.84,0.292,0.177,0.154,0.57,0.61,0.18,0.21
66963.0,2.0,54.236350225,0.86,0.261,0.18,0.15,0.56,0.61,0.18,0.22
66963.0,2.0,55.91714768333333,0.88,0.249,0.159,0.127,0.55,0.61,0.18,0.21
66963.0,2.0,54.82402752500001,0.84,0.262,0.183,0.152,0.55,0.62,0.17,0.21
